30000; 0.003
40000; 0.007
50000; 0.007
60000; 0.041
70000; 0.012
80000; 0.012
90000; 0.004
100000; 0.018
10000; 0.001
20000; 0.002
30000; 0.002
40000; 0.003
50000; 0.002
60000; 0.002
70000; 0.002
80000; 0.001
90000; 0.004
100000; 0.003
